code_module,code_presentation,id_student,date_registration,date_unregistration
BBB,2014J,696527,-28.0,12.0
BBB,2014J,696595,-25.0,52.0
BBB,2014J,696634,-28.0,-12.0
BBB,2014J,696692,-28.0,59.0
BBB,2014J,696716,-25.0,12.0
BBB,2014J,696803,-24.0,134.0
BBB,2014J,696890,-17.0,72.0
BBB,2014J,697065,-25.0,-16.0
BBB,2014J,697119,-24.0,25.0
BBB,2014J,697136,-24.0,12.0
BBB,2014J,697148,-22.0,-22.0
BBB,2014J,697298,-25.0,12.0
BBB,2014J,697319,-25.0,-12.0
BBB,2014J,697337,-24.0,54.0
BBB,2014J,697514,-24.0,-8.0
BBB,2014J,697653,-21.0,208.0
BBB,2014J,697868,-23.0,-17.0
BBB,2014J,697893,-23.0,12.0
BBB,2014J,697909,-23.0,117.0
BBB,2014J,698025,-23.0,-15.0
BBB,2014J,698205,-23.0,157.0
BBB,2014J,698357,-22.0,165.0
BBB,2014J,698432,-21.0,151.0
BBB,2014J,698490,-15.0,3.0
BBB,2014J,698498,-21.0,12.0
BBB,2014J,698586,-21.0,5.0
BBB,2014J,699493,-2.0,-1.0
BBB,2014J,699875,13.0,25.0
BBB,2014J,1453140,-130.0,158.0
BBB,2014J,1486048,-93.0,104.0
BBB,2014J,1888723,-116.0,-18.0
BBB,2014J,1928536,-32.0,156.0
BBB,2014J,1929491,-70.0,-12.0
BBB,2014J,2003628,-29.0,12.0
BBB,2014J,2045569,-32.0,67.0
BBB,2014J,2051809,-108.0,-11.0
BBB,2014J,2093092,-59.0,-12.0
BBB,2014J,2103305,-16.0,122.0
BBB,2014J,2108914,-43.0,12.0
BBB,2014J,2145101,-109.0,-51.0
BBB,2014J,2159336,-45.0,12.0
BBB,2014J,2169127,-15.0,-12.0
BBB,2014J,2177423,-147.0,69.0
BBB,2014J,2192113,-38.0,53.0
BBB,2014J,2213814,-52.0,125.0
BBB,2014J,2218789,-85.0,11.0
BBB,2014J,2232976,-71.0,177.0
BBB,2014J,2237567,-92.0,209.0
BBB,2014J,2239766,-130.0,-5.0
BBB,2014J,2264569,-84.0,130.0
BBB,2014J,2276854,-161.0,12.0
BBB,2014J,2285017,-64.0,-29.0
BBB,2014J,2292824,-140.0,-1.0
BBB,2014J,2326401,-14.0,123.0
BBB,2014J,2344216,-91.0,12.0
BBB,2014J,2357372,-84.0,-44.0
BBB,2014J,2386867,3.0,121.0
BBB,2014J,2399380,-39.0,12.0
BBB,2014J,2426442,-70.0,60.0
BBB,2014J,2454351,-155.0,5.0
BBB,2014J,2464901,-35.0,12.0
BBB,2014J,2497189,-100.0,24.0
BBB,2014J,2603061,-8.0,2.0
BBB,2014J,2603534,-74.0,12.0
BBB,2014J,2609768,-51.0,3.0
BBB,2014J,2610170,-32.0,-16.0
BBB,2014J,2614271,-30.0,12.0
BBB,2014J,2627398,-25.0,171.0
BBB,2014J,2627493,-156.0,-87.0
BBB,2014J,2629503,-30.0,12.0
BBB,2014J,2631298,-135.0,160.0
BBB,2014J,2684107,-63.0,-2.0
BBB,2014J,2687739,-4.0,5.0
BBB,2014J,2698591,12.0,33.0
CCC,2014B,40333,-30.0,17.0
CCC,2014B,45664,-173.0,137.0
CCC,2014B,50263,-113.0,45.0
CCC,2014B,51576,-100.0,66.0
CCC,2014B,54391,-4.0,109.0
CCC,2014B,59541,-1.0,27.0
CCC,2014B,69489,-268.0,-204.0
CCC,2014B,69494,-103.0,22.0
CCC,2014B,70771,-17.0,115.0
CCC,2014B,74290,-47.0,65.0
CCC,2014B,75469,-97.0,-22.0
CCC,2014B,79461,-62.0,215.0
CCC,2014B,80329,-156.0,66.0
CCC,2014B,83453,-68.0,125.0
CCC,2014B,84299,-57.0,149.0
CCC,2014B,86047,-138.0,68.0
CCC,2014B,88758,-138.0,-59.0
CCC,2014B,97486,-34.0,0.0
CCC,2014B,100621,-25.0,45.0
CCC,2014B,107028,-176.0,201.0
CCC,2014B,108834,-45.0,226.0
CCC,2014B,108947,-102.0,-12.0
CCC,2014B,116174,-24.0,10.0
CCC,2014B,119353,-115.0,18.0
CCC,2014B,119729,-24.0,61.0
CCC,2014B,123598,-144.0,207.0
CCC,2014B,124124,-148.0,5.0
CCC,2014B,126337,-101.0,34.0
CCC,2014B,128510,-185.0,58.0
CCC,2014B,129198,-29.0,161.0
CCC,2014B,129638,-29.0,101.0
CCC,2014B,131695,-128.0,-52.0
CCC,2014B,131933,-75.0,132.0
CCC,2014B,132191,-176.0,57.0
CCC,2014B,134025,-166.0,135.0
CCC,2014B,139190,-232.0,0.0
CCC,2014B,146125,-150.0,-86.0
CCC,2014B,147675,-158.0,89.0
CCC,2014B,153687,-37.0,-30.0
CCC,2014B,153788,-243.0,23.0
CCC,2014B,157310,-53.0,-1.0
CCC,2014B,165647,-190.0,143.0
CCC,2014B,165733,-79.0,171.0
CCC,2014B,170025,-29.0,109.0
CCC,2014B,171896,-68.0,18.0
CCC,2014B,172301,-176.0,34.0
CCC,2014B,174807,-106.0,-26.0
CCC,2014B,178072,-46.0,195.0
CCC,2014B,178654,-234.0,-88.0
CCC,2014B,183331,-88.0,19.0
CCC,2014B,191000,-124.0,20.0
CCC,2014B,194377,-148.0,-148.0
CCC,2014B,197486,-17.0,10.0
CCC,2014B,200372,-311.0,150.0
CCC,2014B,203707,-26.0,12.0
CCC,2014B,227833,-71.0,-52.0
CCC,2014B,230340,-110.0,0.0
CCC,2014B,232833,-12.0,74.0
CCC,2014B,233444,-51.0,182.0
CCC,2014B,234740,-26.0,132.0
CCC,2014B,235175,-54.0,-40.0
CCC,2014B,239707,-134.0,122.0
CCC,2014B,242778,-135.0,25.0
CCC,2014B,243351,-187.0,-155.0
CCC,2014B,244902,-15.0,20.0
CCC,2014B,245217,-186.0,160.0
CCC,2014B,245494,-137.0,118.0
CCC,2014B,248252,-87.0,0.0
CCC,2014B,255140,-29.0,16.0
CCC,2014B,256532,-17.0,49.0
CCC,2014B,260062,-107.0,38.0
CCC,2014B,262391,-41.0,132.0
CCC,2014B,264285,-106.0,-81.0
CCC,2014B,266040,-52.0,45.0
CCC,2014B,266558,-222.0,145.0
CCC,2014B,266915,-166.0,46.0
CCC,2014B,267118,-65.0,103.0
CCC,2014B,268018,-101.0,172.0
CCC,2014B,268127,-310.0,-24.0
CCC,2014B,272103,-135.0,-23.0
CCC,2014B,277577,-26.0,-23.0
CCC,2014B,277809,-152.0,-53.0
CCC,2014B,278861,-305.0,226.0
CCC,2014B,279883,-187.0,0.0
CCC,2014B,281261,-34.0,97.0
CCC,2014B,289397,-29.0,22.0
CCC,2014B,290382,-177.0,30.0
CCC,2014B,294578,-52.0,7.0
CCC,2014B,295893,-85.0,164.0
CCC,2014B,300594,-201.0,108.0
CCC,2014B,300611,-151.0,149.0
CCC,2014B,305783,-93.0,13.0
CCC,2014B,305974,-79.0,-40.0
CCC,2014B,306150,-151.0,-91.0
CCC,2014B,308391,-66.0,126.0
CCC,2014B,309515,-24.0,-17.0
CCC,2014B,310088,-90.0,208.0
CCC,2014B,314555,-29.0,54.0
CCC,2014B,315322,-36.0,171.0
CCC,2014B,318574,-225.0,-57.0
CCC,2014B,320153,-22.0,129.0
CCC,2014B,321112,-129.0,110.0
CCC,2014B,325497,-264.0,108.0
CCC,2014B,330994,-116.0,20.0
CCC,2014B,335553,-99.0,80.0
CCC,2014B,336695,-34.0,50.0
CCC,2014B,338731,-17.0,178.0
CCC,2014B,338854,-143.0,-96.0
CCC,2014B,339353,-93.0,-74.0
CCC,2014B,347257,-130.0,-58.0
CCC,2014B,347518,-134.0,-120.0
CCC,2014B,351328,-87.0,166.0
CCC,2014B,353066,-157.0,-142.0
CCC,2014B,353660,-142.0,223.0
CCC,2014B,353804,-128.0,139.0
CCC,2014B,353979,-29.0,12.0
CCC,2014B,356523,-22.0,124.0
CCC,2014B,357214,-34.0,-16.0
CCC,2014B,357485,-47.0,-19.0
CCC,2014B,357851,-264.0,35.0
CCC,2014B,357942,-24.0,106.0
CCC,2014B,358075,-135.0,180.0
CCC,2014B,359460,-235.0,19.0
CCC,2014B,360547,-29.0,136.0
CCC,2014B,362661,-72.0,12.0
CCC,2014B,364920,-157.0,180.0
CCC,2014B,366424,-122.0,28.0
CCC,2014B,366872,-67.0,0.0
CCC,2014B,367807,-200.0,-26.0
CCC,2014B,368483,-204.0,69.0
CCC,2014B,369908,-226.0,-169.0
CCC,2014B,371113,-54.0,0.0
CCC,2014B,372812,-96.0,31.0
CCC,2014B,374055,-46.0,12.0
CCC,2014B,375688,-45.0,0.0
CCC,2014B,376701,-127.0,30.0
CCC,2014B,379406,-1.0,121.0
CCC,2014B,383015,-128.0,-66.0
CCC,2014B,385120,-123.0,216.0
CCC,2014B,385980,-255.0,-108.0
CCC,2014B,386121,-92.0,28.0
CCC,2014B,386189,-222.0,118.0
CCC,2014B,386671,-108.0,-95.0
CCC,2014B,388708,-8.0,174.0
CCC,2014B,388750,-106.0,170.0
CCC,2014B,389680,-201.0,-47.0
CCC,2014B,390233,-304.0,-26.0
CCC,2014B,392289,-34.0,39.0
CCC,2014B,395164,-61.0,12.0
CCC,2014B,397149,-183.0,4.0
CCC,2014B,397797,-148.0,0.0
CCC,2014B,398877,-194.0,-9.0
CCC,2014B,399863,-246.0,-232.0
CCC,2014B,400063,-17.0,125.0
CCC,2014B,405192,-72.0,-25.0
CCC,2014B,406265,-29.0,39.0
CCC,2014B,406337,-25.0,18.0
CCC,2014B,406937,-54.0,32.0
CCC,2014B,407453,-121.0,132.0
CCC,2014B,408371,-25.0,68.0
CCC,2014B,409540,-36.0,66.0
CCC,2014B,410886,-52.0,67.0
CCC,2014B,412268,-17.0,24.0
CCC,2014B,416500,-108.0,48.0
CCC,2014B,416860,-24.0,144.0
CCC,2014B,418971,-22.0,99.0
CCC,2014B,419536,-58.0,32.0
CCC,2014B,420428,-17.0,-8.0
CCC,2014B,421712,-128.0,131.0
CCC,2014B,425287,-1.0,227.0
CCC,2014B,425714,-222.0,0.0
CCC,2014B,429220,-262.0,-9.0
CCC,2014B,432278,-16.0,180.0
CCC,2014B,432718,-269.0,26.0
CCC,2014B,435271,-22.0,-12.0
CCC,2014B,437432,-165.0,-54.0
CCC,2014B,438313,-141.0,46.0
CCC,2014B,439669,-25.0,20.0
CCC,2014B,440171,-147.0,-87.0
CCC,2014B,440297,-124.0,-8.0
CCC,2014B,440323,-165.0,179.0
CCC,2014B,440591,-186.0,25.0
CCC,2014B,441540,-171.0,116.0
CCC,2014B,441606,-29.0,31.0
CCC,2014B,442530,-129.0,-99.0
CCC,2014B,442954,-29.0,67.0
CCC,2014B,446628,-164.0,33.0
CCC,2014B,464236,-29.0,75.0
CCC,2014B,464724,-29.0,18.0
CCC,2014B,465194,-134.0,-133.0
CCC,2014B,465517,-29.0,19.0
CCC,2014B,465764,-149.0,5.0
CCC,2014B,466714,-95.0,166.0
CCC,2014B,467753,-16.0,112.0
CCC,2014B,469113,-45.0,21.0
CCC,2014B,469732,-24.0,11.0
CCC,2014B,470002,-61.0,102.0
CCC,2014B,471018,-68.0,53.0
CCC,2014B,471580,-95.0,48.0
CCC,2014B,472309,-25.0,222.0
CCC,2014B,472856,-131.0,-8.0
CCC,2014B,474377,-134.0,-50.0
CCC,2014B,475149,-155.0,100.0
CCC,2014B,475443,-303.0,-262.0
CCC,2014B,475556,-120.0,35.0
CCC,2014B,476868,-186.0,18.0
CCC,2014B,478025,-24.0,-1.0
CCC,2014B,478977,-17.0,187.0
CCC,2014B,479714,-277.0,-141.0
CCC,2014B,479753,-220.0,152.0
CCC,2014B,480604,-8.0,156.0
CCC,2014B,480928,-132.0,26.0
CCC,2014B,481024,-17.0,12.0
CCC,2014B,483108,-199.0,45.0
CCC,2014B,483267,-24.0,46.0
CCC,2014B,483666,-64.0,3.0
CCC,2014B,484174,-34.0,221.0
CCC,2014B,484305,-25.0,19.0
CCC,2014B,484787,-65.0,3.0
CCC,2014B,485594,-285.0,96.0
CCC,2014B,486378,-52.0,44.0
CCC,2014B,486737,-170.0,-1.0
CCC,2014B,487494,-129.0,56.0
CCC,2014B,487570,-310.0,-75.0
CCC,2014B,489309,-17.0,-4.0
CCC,2014B,490297,-10.0,100.0
CCC,2014B,490665,-155.0,20.0
CCC,2014B,490768,-246.0,39.0
CCC,2014B,490769,-155.0,178.0
CCC,2014B,491170,-93.0,207.0
CCC,2014B,491843,-22.0,121.0
CCC,2014B,492357,-71.0,104.0
CCC,2014B,493793,-132.0,-52.0
CCC,2014B,493822,-47.0,201.0
CCC,2014B,493988,-36.0,31.0
CCC,2014B,496108,-75.0,45.0
CCC,2014B,497047,-156.0,-8.0
CCC,2014B,497080,-25.0,223.0
CCC,2014B,498225,-59.0,-4.0
CCC,2014B,500001,-172.0,-129.0
CCC,2014B,500189,-22.0,34.0
CCC,2014B,501339,-194.0,62.0
CCC,2014B,502466,-162.0,-60.0
CCC,2014B,502929,-96.0,220.0
CCC,2014B,503872,-16.0,110.0
CCC,2014B,504057,-12.0,125.0
CCC,2014B,505235,-34.0,60.0
CCC,2014B,505520,-25.0,143.0
CCC,2014B,505815,-61.0,58.0
CCC,2014B,505967,-101.0,-7.0
CCC,2014B,506380,-157.0,27.0
CCC,2014B,507388,-22.0,214.0
CCC,2014B,507671,-257.0,100.0
CCC,2014B,507801,-149.0,-8.0
CCC,2014B,508025,-286.0,33.0
CCC,2014B,508848,-244.0,-212.0
CCC,2014B,509122,-242.0,67.0
CCC,2014B,510070,-47.0,198.0
CCC,2014B,510694,-144.0,212.0
CCC,2014B,510914,-179.0,136.0
CCC,2014B,512582,-136.0,142.0
CCC,2014B,513854,-234.0,-98.0
CCC,2014B,513934,-25.0,156.0
CCC,2014B,513969,-114.0,-54.0
CCC,2014B,513997,-268.0,-29.0
CCC,2014B,515936,-10.0,201.0
CCC,2014B,516685,-113.0,49.0
CCC,2014B,518330,-131.0,-8.0
CCC,2014B,520332,-62.0,-12.0
CCC,2014B,521601,-36.0,17.0
CCC,2014B,522682,-116.0,90.0
CCC,2014B,523239,-81.0,51.0
CCC,2014B,523271,-120.0,23.0
CCC,2014B,523335,-52.0,167.0
CCC,2014B,526073,-88.0,110.0
CCC,2014B,526235,-127.0,223.0
CCC,2014B,526547,-114.0,33.0
CCC,2014B,526564,-43.0,222.0
CCC,2014B,528021,-221.0,143.0
CCC,2014B,528083,-75.0,19.0
CCC,2014B,529073,-144.0,101.0
CCC,2014B,529153,-144.0,33.0
CCC,2014B,530113,-17.0,32.0
CCC,2014B,530270,-208.0,-95.0
CCC,2014B,530481,-29.0,212.0
CCC,2014B,530936,-17.0,225.0
CCC,2014B,531047,-264.0,44.0
CCC,2014B,531075,-232.0,80.0
CCC,2014B,532252,-92.0,-5.0
CCC,2014B,532440,-186.0,-8.0
CCC,2014B,532565,-116.0,58.0
CCC,2014B,533311,-25.0,4.0
CCC,2014B,534047,-110.0,19.0
CCC,2014B,534074,-34.0,115.0
CCC,2014B,535590,-149.0,-18.0
CCC,2014B,536536,-47.0,190.0
CCC,2014B,537622,-269.0,39.0
CCC,2014B,537654,-114.0,191.0
CCC,2014B,538887,-22.0,156.0
CCC,2014B,539328,-261.0,192.0
CCC,2014B,539695,-144.0,-53.0
CCC,2014B,540509,-92.0,-89.0
CCC,2014B,540937,-147.0,-15.0
CCC,2014B,541184,-29.0,37.0
CCC,2014B,542050,-22.0,148.0
CCC,2014B,543417,-205.0,142.0
CCC,2014B,543571,-24.0,-2.0
CCC,2014B,543628,-109.0,3.0
CCC,2014B,544075,-269.0,-39.0
CCC,2014B,544467,-124.0,48.0
CCC,2014B,544791,-164.0,79.0
CCC,2014B,546400,-24.0,75.0
CCC,2014B,546675,-17.0,158.0
CCC,2014B,546830,-157.0,0.0
CCC,2014B,546954,-116.0,-4.0
CCC,2014B,547332,-101.0,219.0
CCC,2014B,547571,-268.0,165.0
CCC,2014B,547685,-116.0,-19.0
CCC,2014B,547816,-40.0,0.0
CCC,2014B,547986,-29.0,87.0
CCC,2014B,548383,-25.0,64.0
CCC,2014B,548926,-45.0,12.0
CCC,2014B,549636,-251.0,153.0
CCC,2014B,550545,-47.0,150.0
CCC,2014B,550812,-36.0,226.0
CCC,2014B,550893,-50.0,72.0
CCC,2014B,551528,-68.0,67.0
CCC,2014B,552166,-165.0,31.0
CCC,2014B,552234,-17.0,-1.0
CCC,2014B,552498,-144.0,109.0
CCC,2014B,552590,-243.0,116.0
CCC,2014B,553410,-60.0,30.0
CCC,2014B,553568,-82.0,-43.0
CCC,2014B,553741,-25.0,206.0
CCC,2014B,554470,-186.0,16.0
CCC,2014B,554588,-36.0,0.0
CCC,2014B,555368,-141.0,51.0
CCC,2014B,555953,-184.0,33.0
CCC,2014B,556007,-115.0,-110.0
CCC,2014B,556042,-141.0,86.0
CCC,2014B,556109,-163.0,33.0
CCC,2014B,556521,-205.0,38.0
CCC,2014B,556709,-162.0,16.0
CCC,2014B,556918,-68.0,31.0
CCC,2014B,557700,-34.0,46.0
CCC,2014B,557849,-24.0,-18.0
CCC,2014B,557995,-16.0,227.0
CCC,2014B,558471,-136.0,37.0
CCC,2014B,558806,-90.0,-29.0
CCC,2014B,559157,-24.0,209.0
CCC,2014B,559469,-122.0,128.0
CCC,2014B,559912,-110.0,29.0
CCC,2014B,560784,-164.0,45.0
CCC,2014B,561823,-299.0,27.0
CCC,2014B,562585,-297.0,117.0
CCC,2014B,563556,-106.0,-1.0
CCC,2014B,563967,-89.0,38.0
CCC,2014B,564325,-45.0,3.0
CCC,2014B,564444,-165.0,-110.0
CCC,2014B,564700,-24.0,34.0
CCC,2014B,564841,-263.0,-29.0
CCC,2014B,565275,-262.0,-185.0
CCC,2014B,565883,-215.0,67.0
CCC,2014B,566664,-29.0,39.0
CCC,2014B,566704,-263.0,18.0
CCC,2014B,566872,-149.0,67.0
CCC,2014B,569712,-101.0,100.0
CCC,2014B,569928,-268.0,-205.0
CCC,2014B,570113,-45.0,31.0
CCC,2014B,570377,-176.0,4.0
CCC,2014B,570488,-151.0,25.0
CCC,2014B,570514,-60.0,46.0
CCC,2014B,571025,-211.0,209.0
CCC,2014B,571128,-25.0,14.0
CCC,2014B,571233,-25.0,128.0
CCC,2014B,571276,-213.0,-179.0
CCC,2014B,571365,-28.0,17.0
CCC,2014B,571389,-22.0,39.0
CCC,2014B,571702,-255.0,12.0
CCC,2014B,571992,-161.0,221.0
CCC,2014B,572154,-123.0,-25.0
CCC,2014B,572241,-298.0,-60.0
CCC,2014B,572279,-29.0,38.0
CCC,2014B,572909,-263.0,-59.0
CCC,2014B,573153,-100.0,38.0
CCC,2014B,573166,-62.0,121.0
CCC,2014B,573197,-273.0,69.0
CCC,2014B,573462,-16.0,19.0
CCC,2014B,573662,-246.0,200.0
CCC,2014B,573665,-22.0,-10.0
CCC,2014B,573697,-115.0,45.0
CCC,2014B,574523,-100.0,25.0
CCC,2014B,574564,-263.0,0.0
CCC,2014B,574663,-22.0,44.0
CCC,2014B,574830,-141.0,27.0
CCC,2014B,575166,-29.0,213.0
CCC,2014B,575287,-268.0,-2.0
CCC,2014B,575545,-178.0,44.0
CCC,2014B,575703,-24.0,27.0
CCC,2014B,577427,-100.0,126.0
CCC,2014B,577603,-25.0,-14.0
CCC,2014B,577688,-291.0,-59.0
CCC,2014B,578034,-107.0,152.0
CCC,2014B,578541,-51.0,44.0
CCC,2014B,578823,-157.0,86.0
CCC,2014B,579321,-170.0,39.0
CCC,2014B,579340,-198.0,47.0
CCC,2014B,579372,-186.0,66.0
CCC,2014B,580477,-161.0,9.0
CCC,2014B,580511,-78.0,200.0
CCC,2014B,580689,-199.0,115.0
CCC,2014B,580722,-24.0,24.0
CCC,2014B,580768,-257.0,89.0
CCC,2014B,581123,-67.0,149.0
CCC,2014B,581328,-260.0,58.0
CCC,2014B,581744,-214.0,107.0
CCC,2014B,581745,-128.0,-68.0
CCC,2014B,582723,-15.0,16.0
CCC,2014B,582827,-81.0,174.0
CCC,2014B,583051,-172.0,-26.0
CCC,2014B,583238,-24.0,16.0
CCC,2014B,584077,-260.0,89.0
CCC,2014B,584305,-151.0,-123.0
CCC,2014B,584468,-54.0,-1.0
CCC,2014B,584586,-214.0,-108.0
CCC,2014B,584749,-67.0,-53.0
CCC,2014B,584771,-193.0,47.0
CCC,2014B,584913,-247.0,-58.0
CCC,2014B,585011,-137.0,21.0
CCC,2014B,585433,-193.0,13.0
CCC,2014B,585464,-246.0,15.0
CCC,2014B,585681,-246.0,52.0
CCC,2014B,585769,-110.0,33.0
CCC,2014B,586132,-232.0,219.0
CCC,2014B,586476,-156.0,-53.0
CCC,2014B,586526,-221.0,38.0
CCC,2014B,586716,-130.0,104.0
CCC,2014B,586921,-209.0,41.0
CCC,2014B,586962,-109.0,10.0
CCC,2014B,587122,-137.0,18.0
CCC,2014B,587179,-193.0,-52.0
CCC,2014B,587621,-236.0,100.0
CCC,2014B,587884,-198.0,12.0
CCC,2014B,588059,-128.0,-8.0
CCC,2014B,588125,-221.0,26.0
CCC,2014B,588175,-171.0,23.0
CCC,2014B,588460,-235.0,219.0
CCC,2014B,588464,-10.0,132.0
CCC,2014B,588694,-232.0,-194.0
CCC,2014B,588710,-214.0,40.0
CCC,2014B,589018,-134.0,-12.0
CCC,2014B,589023,-225.0,-22.0
CCC,2014B,589108,-181.0,0.0
CCC,2014B,589327,-129.0,180.0
CCC,2014B,589517,-117.0,-4.0
CCC,2014B,589722,-36.0,48.0
CCC,2014B,589894,-93.0,49.0
CCC,2014B,590626,-46.0,25.0
CCC,2014B,590699,-100.0,-31.0
CCC,2014B,590744,-204.0,-54.0
CCC,2014B,590881,-151.0,-51.0
CCC,2014B,590961,-99.0,128.0
CCC,2014B,590974,-221.0,157.0
CCC,2014B,591566,-218.0,135.0
CCC,2014B,591619,-93.0,62.0
CCC,2014B,591655,-219.0,102.0
CCC,2014B,591719,-206.0,67.0
CCC,2014B,591738,-1.0,33.0
CCC,2014B,592051,-128.0,179.0
CCC,2014B,592093,-165.0,220.0
CCC,2014B,592158,-24.0,226.0
CCC,2014B,592259,-10.0,125.0
CCC,2014B,592284,-198.0,-197.0
CCC,2014B,592407,-15.0,27.0
CCC,2014B,592437,-210.0,-40.0
CCC,2014B,592609,-213.0,136.0
CCC,2014B,592684,-214.0,-25.0
CCC,2014B,592876,-150.0,30.0
CCC,2014B,592939,-113.0,165.0
CCC,2014B,593071,-163.0,162.0
CCC,2014B,594052,-182.0,20.0
CCC,2014B,594111,-172.0,39.0
CCC,2014B,594199,-109.0,25.0
CCC,2014B,594326,-200.0,-1.0
CCC,2014B,594419,-207.0,-59.0
CCC,2014B,595356,-141.0,199.0
CCC,2014B,595514,-28.0,221.0
CCC,2014B,595685,-202.0,53.0
CCC,2014B,595992,-199.0,26.0
CCC,2014B,596029,-175.0,-53.0
CCC,2014B,596035,-156.0,227.0
CCC,2014B,596321,-199.0,41.0
CCC,2014B,596432,-122.0,86.0
CCC,2014B,596699,-115.0,-63.0
CCC,2014B,597363,-182.0,16.0
CCC,2014B,597560,-154.0,-108.0
CCC,2014B,598074,-136.0,41.0
CCC,2014B,598666,-179.0,34.0
CCC,2014B,598757,-124.0,-22.0
CCC,2014B,599341,-46.0,-23.0
CCC,2014B,599547,-120.0,-87.0
CCC,2014B,599902,-179.0,47.0
CCC,2014B,599937,-93.0,30.0
CCC,2014B,599942,-172.0,55.0
CCC,2014B,599986,-182.0,-171.0
CCC,2014B,600094,-179.0,116.0
CCC,2014B,600181,-131.0,219.0
CCC,2014B,600436,-170.0,7.0
CCC,2014B,600509,-182.0,226.0
CCC,2014B,600547,-157.0,96.0
CCC,2014B,600814,-172.0,11.0
CCC,2014B,600859,-161.0,104.0
CCC,2014B,600879,-122.0,-51.0
CCC,2014B,600938,-120.0,27.0
CCC,2014B,600975,-80.0,65.0
CCC,2014B,601021,-23.0,61.0
CCC,2014B,601175,-136.0,88.0
CCC,2014B,601757,-136.0,31.0
CCC,2014B,602030,-58.0,97.0
CCC,2014B,602150,-50.0,20.0
CCC,2014B,602585,-43.0,40.0
CCC,2014B,602703,-170.0,111.0
CCC,2014B,602891,-41.0,-1.0
CCC,2014B,603639,-80.0,123.0
CCC,2014B,603832,-165.0,111.0
CCC,2014B,603999,-164.0,-158.0
CCC,2014B,604078,-169.0,-52.0
CCC,2014B,604164,-29.0,136.0
CCC,2014B,604559,-165.0,-52.0
CCC,2014B,604643,-46.0,0.0
CCC,2014B,604665,-113.0,0.0
CCC,2014B,604906,-161.0,24.0
CCC,2014B,605130,-100.0,-25.0
CCC,2014B,605180,-151.0,90.0
CCC,2014B,605926,-162.0,-145.0
CCC,2014B,606025,-50.0,0.0
CCC,2014B,606127,-109.0,18.0
CCC,2014B,606205,-116.0,-59.0
CCC,2014B,606300,-146.0,-59.0
CCC,2014B,606417,-157.0,-105.0
CCC,2014B,606663,-156.0,-51.0
CCC,2014B,606930,-155.0,73.0
CCC,2014B,607060,-124.0,-58.0
CCC,2014B,607063,-140.0,-72.0
CCC,2014B,607411,-96.0,35.0
CCC,2014B,607413,-93.0,-46.0
CCC,2014B,607442,-155.0,-89.0
CCC,2014B,607453,-99.0,-74.0
CCC,2014B,607609,-121.0,-58.0
CCC,2014B,607896,-118.0,-105.0
CCC,2014B,607966,-128.0,116.0
CCC,2014B,608130,-149.0,101.0
CCC,2014B,608504,-22.0,150.0
CCC,2014B,608549,-154.0,-53.0
CCC,2014B,608577,-43.0,205.0
CCC,2014B,608643,-151.0,17.0
CCC,2014B,608750,-22.0,7.0
CCC,2014B,608923,-151.0,-11.0
CCC,2014B,609025,-149.0,149.0
CCC,2014B,609192,-28.0,179.0
CCC,2014B,609241,-25.0,-12.0
CCC,2014B,609383,-22.0,26.0
CCC,2014B,609450,-43.0,24.0
CCC,2014B,609489,-17.0,80.0
CCC,2014B,609605,-100.0,-72.0
CCC,2014B,609828,-129.0,-1.0
CCC,2014B,610158,-144.0,124.0
CCC,2014B,610234,-109.0,-24.0
CCC,2014B,610287,-61.0,198.0
CCC,2014B,610831,-148.0,69.0
CCC,2014B,611750,-75.0,-12.0
CCC,2014B,611865,-141.0,134.0
CCC,2014B,612124,-143.0,-19.0
CCC,2014B,612287,-121.0,54.0
CCC,2014B,612381,-110.0,110.0
CCC,2014B,612397,-143.0,25.0
CCC,2014B,612805,-141.0,0.0
CCC,2014B,612822,-141.0,-60.0
CCC,2014B,612860,-141.0,-24.0
CCC,2014B,613120,-28.0,-1.0
CCC,2014B,613280,-90.0,27.0
CCC,2014B,613390,-132.0,-63.0
CCC,2014B,613441,-137.0,-12.0
CCC,2014B,613447,-137.0,-40.0
CCC,2014B,613873,-109.0,-75.0
CCC,2014B,614265,-81.0,-53.0
CCC,2014B,614345,-124.0,26.0
CCC,2014B,614733,-72.0,52.0
CCC,2014B,614804,-28.0,157.0
CCC,2014B,614952,-68.0,72.0
CCC,2014B,615321,-40.0,53.0
CCC,2014B,616407,-34.0,97.0
CCC,2014B,616439,-52.0,-16.0
CCC,2014B,617307,-121.0,-45.0
CCC,2014B,617898,-57.0,130.0
CCC,2014B,617925,-113.0,11.0
CCC,2014B,617942,-45.0,187.0
CCC,2014B,618078,-17.0,12.0
CCC,2014B,618171,-120.0,-12.0
CCC,2014B,618279,-120.0,51.0
CCC,2014B,618514,-118.0,-65.0
CCC,2014B,618590,-53.0,-46.0
CCC,2014B,618606,-117.0,26.0
CCC,2014B,618619,-23.0,30.0
CCC,2014B,618649,-86.0,-54.0
CCC,2014B,618679,-66.0,178.0
CCC,2014B,618744,-117.0,-73.0
CCC,2014B,618861,-23.0,20.0
CCC,2014B,619006,-113.0,44.0
CCC,2014B,619524,-78.0,-12.0
CCC,2014B,620215,-82.0,25.0
CCC,2014B,620243,-86.0,-54.0
