is_banked,code_module_x,code_presentation_x,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,final_result,code_module_y,code_presentation_y
0,BBB,2013B,F,Ireland,Lower Than A Level,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,HE Qualification,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,HE Qualification,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
1,BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,M,North Region,A Level or Equivalent,10-20,35-55,0,Withdrawn,BBB,2013B
0,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
0,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
0,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
0,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
0,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
1,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
1,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
1,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
1,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
1,BBB,2013B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,Fail,BBB,2013B
0,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,2,Withdrawn,BBB,2013B
0,BBB,2013B,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,2,Withdrawn,BBB,2013B
0,BBB,2013B,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,2,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,40-50%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
1,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
1,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
1,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
1,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
1,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
1,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
1,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
1,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
1,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
1,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
1,BBB,2013B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
1,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,HE Qualification,40-50%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
1,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
1,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
1,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
1,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
1,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
1,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
1,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,2,Pass,BBB,2013B
0,BBB,2013B,F,Wales,HE Qualification,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,Wales,HE Qualification,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,Wales,HE Qualification,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,London Region,No Formal quals,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,London Region,No Formal quals,10-20,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,Fail,BBB,2014B
0,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,Withdrawn,BBB,2014B
0,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,Pass,BBB,2014B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
1,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
1,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
1,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
0,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
1,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
1,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
1,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,Withdrawn,BBB,2013B
1,BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,North Region,Lower Than A Level,20-30%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,0-35,1,Withdrawn,BBB,2013B
0,BBB,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,2,Fail,BBB,2013B
0,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,0-35,1,Withdrawn,BBB,2013B
